alert_id,transaction_id,transaction_time,customer_id,device_id,beneficiary_id,amount,channel,merchant_category,country,home_country,account_age_days,customer_segment,customer_vulnerability_score,usual_transaction_amount,usual_transaction_hour,p3_synthetic_risk_grade_context,p3_synthetic_pd_context,device_age_days,device_trust_score,device_country,emulator_flag,rooted_device_flag,beneficiary_age_hours,beneficiary_risk_score,beneficiary_country,mobile_channel_flag,card_channel_flag,api_channel_flag,transfer_merchant_flag,ip_risk_score,failed_otp_count,transactions_last_10m,transactions_last_1h,amount_last_24h,distance_from_last_transaction,night_transaction_flag,new_device_flag,new_beneficiary_flag,high_risk_merchant_flag,country_mismatch_flag,device_country_mismatch_flag,amount_spike_ratio,account_takeover_signal,mule_network_signal,social_engineering_signal,password_reset_recent_flag,multiple_accounts_device_flag,privileged_override_flag,blacklist_hit,duplicate_transaction_flag,transaction_fraud_label,fraud_type,simulation_day,synthetic_split,data_layer,data_status,source_type,claim_boundary,synthetic_model_score_raw,synthetic_model_score,synthetic_anomaly_score,model_feature_set,rule_hit_count,critical_rule_hits,high_rule_hits,medium_rule_hits,rule_hits,rule_reason_codes,rule_primary_action,highest_rule_priority,max_rule_severity,decision,primary_reason_code,all_reason_codes,expected_prevented_loss_proxy,customer_friction_risk,review_priority,sla_hours,override_eligibility,decision_engine_version,model_step_up_threshold,model_review_threshold,model_decline_threshold,anomaly_review_threshold,detection_confidence,potential_loss_proxy,alert_priority_score,assigned_team,arrival_day,processed_day,queue_age_hours,capacity_status,handling_minutes,sla_breach_flag,investigation_status,outcome,analyst_action,prevented_loss_proxy,recovery_proxy
AL000005305,T000237735,2026-01-01 07:25:00,C0045627,D0040542,B0035763,231.18,MOBILE,TRANSFER,VN,VN,472,Mass,30.32,113.68,11,D,0.29,417,69.26,TH,0,0,606,5.67,VN,1,0,0,1,8.49,5,0,2,786.36,546.81,0,0,1,0,0,1,2.0336,1,1,0,0,0,0,0,0,0,NONE,1,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.5544049576430681,0.0189055511115584,0.9507240992947746,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,3.0594,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7373,4.3706,5.5667,ATO & Account Security,1,1,0.0,Within simulation window,19,0,CLOSED,CUSTOMER_AUTHORISED,Release and record customer confirmation,0.0,0.0
AL000001957,T000087543,2026-01-14 08:36:00,C0045352,D0061914,B0049344,152.56,MOBILE,CRYPTO,TH,TH,838,Mass,14.42,107.1,8,B,0.16,989,76.45,SG,0,0,2504,31.12,VN,1,0,0,0,4.74,5,1,2,398.41,191.47,0,0,0,1,0,1,1.4245,1,0,0,0,0,0,0,0,0,NONE,14,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.5978073546187797,0.0227668787009535,0.5161207211633523,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,2.4313,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6731,3.4733,3.7597,ATO & Account Security,14,14,0.0,Within simulation window,20,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004726,T000210456,2026-01-22 12:46:00,C0022226,D0016991,B0059369,657.61,MOBILE,TRANSFER,VN,VN,275,SME,5.64,98.52,9,B,0.16,320,14.78,VN,0,0,1130,38.42,ID,1,0,0,1,60.95,2,0,1,1791.5,184.7,0,0,0,0,1,0,6.6749,0,0,1,0,1,0,0,0,0,NONE,22,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.7093886791651225,0.0380511877371281,0.9976093039419522,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_ANOMALY_HIGH,RC_ANOMALY_HIGH,17.516,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5092,25.0228,13.0998,Fraud Operations,22,22,0.0,Within simulation window,12,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004705,T000209905,2026-01-03 18:21:00,C0017749,D0009770,B0041306,58.82,CARD,RETAIL,VN,VN,839,Mass,16.82,18.26,12,C,0.22,148,82.33,VN,0,0,1102,3.15,VN,0,1,0,0,88.29,3,3,4,183.21,99.8,0,1,0,0,1,0,3.2214,1,0,0,1,0,0,0,0,0,NONE,3,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8281201594600651,0.0755483969049161,0.989047136856864,observable_controls_v1,1,0,1,0,FRD-050,RC_GEO_MISMATCH,HOLD,3,HIGH,MANUAL_REVIEW,RC_COMBINED_RISK,RC_COMBINED_RISK;RC_GEO_MISMATCH,3.1106,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6372,4.4438,3.0699,Fraud Operations,3,3,0.0,Within simulation window,15,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004341,T000194523,2026-01-20 14:51:00,C0009487,D0039004,B0038587,3.78,CARD,RETAIL,MY,MY,1039,Mass,11.62,60.9,10,C,0.22,614,82.99,SG,0,0,721,33.31,PH,0,1,0,0,10.0,4,8,15,6.23,327.58,0,0,0,0,0,1,0.0621,0,0,0,0,0,0,0,0,0,NONE,20,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.6468780145838451,observable_controls_v1,1,0,1,0,FRD-030,RC_HIGH_VELOCITY,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY,0.3286,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5981,0.4694,0.2971,Fraud Operations,20,20,0.0,Within simulation window,10,0,CLOSED,CUSTOMER_AUTHORISED,Release and record customer confirmation,0.0,0.0
AL000005497,T000247690,2026-01-13 07:31:00,C0033745,D0045750,B0004481,1.94,CARD,RETAIL,VN,VN,311,Mass,8.52,17.96,10,A,0.1,297,70.45,VN,0,0,3917,20.77,VN,0,1,0,0,3.92,1,7,15,3.73,75.83,0,0,0,0,0,0,0.1079,0,0,0,0,0,0,0,0,0,NONE,13,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.5005362588902137,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.1687,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4561,0.2409,0.1146,Fraud Operations,13,13,0.0,Within simulation window,12,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000002695,T000120473,2026-01-27 11:29:00,C0037841,D0006251,B0022596,3.55,CARD,GROCERY,VN,VN,184,Mass,16.05,86.02,13,F_G,0.44,293,93.59,VN,0,0,2803,47.64,TH,0,1,0,0,1.09,1,8,10,7.1,69.51,0,0,0,0,0,0,0.0413,0,0,1,0,0,0,0,0,1,CARD_TESTING,27,test,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8810103185847039,0.1144666619074512,0.8219920070462621,observable_controls_v1,1,0,1,0,FRD-030,RC_HIGH_VELOCITY,HOLD,3,HIGH,MANUAL_REVIEW,RC_COMBINED_RISK,RC_COMBINED_RISK;RC_HIGH_VELOCITY,0.2844,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6219,0.4064,0.273,Fraud Operations,27,27,0.0,Within simulation window,10,0,CLOSED,CONFIRMED_FRAUD,Block instrument and initiate recovery,1.6,0.53
AL000004759,T000212160,2026-01-14 06:13:00,C0032668,D0013154,B0068991,1.83,CARD,GROCERY,MY,MY,1533,Mass,23.07,27.79,8,D,0.29,412,89.61,SG,0,0,2596,31.9,PH,0,1,0,0,8.05,2,5,10,4.56,132.11,0,0,0,0,0,1,0.0659,0,0,0,0,0,0,0,0,0,NONE,14,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8866354463994568,0.1205285146450302,0.1843711990029778,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.1544,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4078,0.2206,0.1003,Fraud Operations,14,14,0.0,Within simulation window,10,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000003161,T000141050,2026-01-06 05:53:00,C0047858,D0031308,B0028320,687.03,MOBILE,ELECTRONICS,PH,PH,5135,SME,8.33,45.29,10,B,0.16,443,58.02,PH,0,0,1258,7.6,VN,1,0,0,0,41.43,1,0,0,1306.58,118.17,1,0,0,1,0,0,15.1696,0,0,1,1,0,0,0,0,0,NONE,6,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.5987321610050204,0.0228584156376571,0.9986458714057171,observable_controls_v1,1,0,0,1,FRD-060,RC_BEHAVIOUR_CHANGE,STEP_UP,6,MEDIUM,MANUAL_REVIEW,RC_ANOMALY_HIGH,RC_ANOMALY_HIGH;RC_BEHAVIOUR_CHANGE,10.9931,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6255,15.7044,10.2324,Fraud Operations,6,6,0.0,Within simulation window,15,0,CLOSED,PENDING,Maintain monitoring,0.0,0.0
AL000004627,T000206423,2026-01-28 23:15:00,C0045870,D0004457,B0004704,22.91,MOBILE,GROCERY,VN,VN,1291,SME,30.31,27.38,20,B,0.16,257,73.5,VN,0,0,2553,23.56,VN,1,0,0,0,13.99,2,6,6,34.45,272.94,1,0,0,0,0,0,0.8369,0,1,0,0,0,0,0,1,0,NONE,28,test,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.7031020758460376,0.0368850348624803,0.8510818049455652,observable_controls_v1,1,1,0,0,FRD-080,RC_DUPLICATE_TXN,HOLD,2,CRITICAL,HOLD,RC_DUPLICATE_TXN,RC_DUPLICATE_TXN,0.5915,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6069,0.845,0.8858,Fraud Operations,28,28,0.0,Within simulation window,17,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000003239,T000144643,2026-01-25 14:04:00,C0022354,D0048035,B0037702,109.2,CARD,ELECTRONICS,VN,TH,1123,Mass,25.15,121.3,16,F_G,0.44,1490,94.13,SG,0,0,2512,40.0,SG,0,1,0,0,4.75,4,3,3,245.03,1040.1,0,0,0,1,1,1,0.9003,1,1,0,1,0,0,0,0,0,NONE,25,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.572018412644436,0.0203762439834052,0.9966745957087304,observable_controls_v1,1,0,1,0,FRD-051,RC_IMPOSSIBLE_TRAVEL,MANUAL_REVIEW,4,HIGH,MANUAL_REVIEW,RC_ANOMALY_HIGH,RC_ANOMALY_HIGH;RC_IMPOSSIBLE_TRAVEL,1.5576,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6246,2.2251,1.5645,Fraud Operations,25,25,0.0,Within simulation window,10,0,CLOSED,SYSTEM_ERROR,Route technology incident,0.0,0.0
AL000004731,T000210579,2026-01-27 06:46:00,C0004609,D0040802,B0078431,3.04,CARD,UTILITIES,VN,SG,1635,Mass,4.3,33.67,7,C,0.22,367,66.31,VN,0,0,1662,10.86,SG,0,1,0,0,11.73,6,11,18,9.55,150.45,0,0,0,0,1,1,0.0903,0,0,0,0,0,0,0,0,0,NONE,27,test,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.9688430588926104,observable_controls_v1,3,0,2,1,FRD-030;FRD-032;FRD-040,RC_HIGH_VELOCITY;RC_CARD_TESTING;RC_AUTH_FAILURE,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY;RC_CARD_TESTING;RC_AUTH_FAILURE,0.2643,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.8864,0.3775,0.3418,Fraud Operations,27,27,0.0,Within simulation window,13,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004575,T000204976,2026-01-06 09:49:00,C0032666,D0010057,B0077331,3.09,CARD,CRYPTO,TH,TH,1592,Mass,5.4,30.55,10,B,0.16,72,72.4,TH,0,0,1375,11.19,VN,0,1,0,0,3.88,0,6,9,5.22,6.56,0,0,0,1,1,0,0.1013,0,0,0,0,0,0,0,0,0,NONE,6,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8883218874957592,0.1224520035884287,0.6355356896768666,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.2649,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4759,0.3784,0.1849,Fraud Operations,6,6,0.0,Within simulation window,11,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000000966,T000045339,2026-01-15 08:33:00,C0029752,D0007259,B0060212,310.75,MOBILE,GAMING,VN,VN,901,Digital_Native,21.35,50.73,13,B,0.16,32,89.35,ID,0,0,1386,13.46,VN,1,0,0,0,8.9,6,0,1,1000.63,132.21,0,0,1,1,0,1,6.1255,1,0,1,0,0,0,0,0,0,NONE,15,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.6353117640357017,0.0268564847137885,0.9269070145059528,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,5.842,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7358,8.3457,10.1937,ATO & Account Security,15,15,0.0,Within simulation window,19,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000005392,T000242779,2026-01-08 11:35:00,C0028016,D0028055,B0007965,3.83,CARD,TRAVEL,VN,VN,2387,Mass,16.41,26.66,19,B,0.16,375,74.41,VN,0,0,4581,13.08,MY,0,1,0,0,1.52,0,3,11,11.47,138.88,0,0,0,0,0,0,0.1436,0,0,0,0,0,0,0,0,0,NONE,8,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8869033927423893,0.1208307034988716,0.4593791380312408,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.3239,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4491,0.4628,0.2249,Fraud Operations,8,8,0.0,Within simulation window,14,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000003728,T000166962,2026-01-12 06:23:00,C0043365,D0054677,B0030456,4.04,CARD,GROCERY,VN,MY,763,Mass,21.12,29.61,5,B,0.16,472,51.22,SG,0,0,3624,12.7,SG,0,1,0,0,7.15,1,10,17,25.01,76.09,0,0,0,0,1,1,0.1365,1,1,1,0,0,0,0,0,0,NONE,12,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.990191555270616,observable_controls_v1,2,0,2,0,FRD-030;FRD-032,RC_HIGH_VELOCITY;RC_CARD_TESTING,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY;RC_CARD_TESTING,0.3512,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7696,0.5017,0.4269,Fraud Operations,12,12,0.0,Within simulation window,15,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000003798,T000169966,2026-01-12 17:57:00,C0040921,D0058973,B0063101,513.42,CARD,RETAIL,TH,TH,1214,Affluent,25.11,104.47,15,E,0.36,275,81.3,PH,0,0,1765,9.47,VN,0,1,0,0,58.38,6,1,2,585.32,313.54,0,0,1,0,0,1,4.9145,1,0,0,0,0,0,0,0,0,NONE,12,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.6358834846502178,0.0269254152901134,0.9230663223425226,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE,9.6768,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7352,13.824,17.159,ATO & Account Security,12,12,0.0,Within simulation window,21,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000002854,T000127026,2026-01-22 16:05:00,C0014852,D0004825,B0005328,4.54,CARD,ELECTRONICS,VN,VN,1068,Mass,24.14,37.51,12,D,0.29,976,85.62,ID,0,0,3014,24.18,SG,0,1,0,0,5.04,3,6,14,26.3,200.34,0,0,0,1,0,1,0.1211,0,0,0,0,0,0,0,0,0,NONE,22,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.4950478438797582,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.3947,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4553,0.5638,0.2877,Fraud Operations,22,22,0.0,Within simulation window,12,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000000724,T000032497,2026-01-03 20:14:00,C0011665,D0058328,B0035246,4.7,CARD,RETAIL,ID,ID,524,Affluent,10.34,41.17,17,A,0.1,442,71.07,MY,0,0,2324,10.88,SG,0,1,0,0,62.63,0,5,13,13.07,855.51,0,1,0,0,1,1,0.1142,0,0,0,0,0,0,0,0,1,CARD_TESTING,3,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8893358707329382,0.1236336269268099,0.94464250405939,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.4068,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5226,0.5811,0.3194,Fraud Operations,3,3,0.0,Within simulation window,12,0,CLOSED,SUSPECTED_FRAUD,Escalate enhanced investigation,2.12,0.0
AL000001367,T000062108,2026-01-25 07:04:00,C0006792,D0031556,B0041359,0.94,CARD,TRAVEL,VN,VN,1483,Mass,22.48,13.84,11,A,0.1,1756,67.36,SG,0,0,339,20.54,VN,0,1,0,0,5.95,2,7,11,6.1,224.51,0,0,1,0,0,1,0.0682,0,0,0,0,0,0,0,0,0,NONE,25,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8862145912650613,0.1200564421372306,0.8278279417844538,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.079,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.5042,0.1129,0.0633,Fraud Operations,25,25,0.0,Within simulation window,15,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000000772,T000035303,2026-01-24 09:24:00,C0004276,D0056727,B0017028,83.52,MOBILE,ELECTRONICS,SG,SG,850,Mass,19.91,24.62,13,C,0.22,93,66.27,VN,0,0,3390,7.48,VN,1,0,0,0,3.5,1,0,1,750.6,43.14,0,0,1,1,0,1,3.3923,0,1,0,0,0,0,1,0,0,NONE,24,validation,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.582854393408526,0.0213440787750094,0.951491039383572,observable_controls_v1,1,1,0,0,FRD-001,RC_BLACKLIST,BLOCK_ACCOUNT,1,CRITICAL,BLOCK_ACCOUNT,RC_BLACKLIST,RC_BLACKLIST,1.2479,Very High,CRITICAL,1,Dual approval only,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6181,1.7827,2.4229,ATO & Account Security,24,24,0.0,Within simulation window,28,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004007,T000179659,2026-01-27 20:10:00,C0039146,D0023632,B0046996,1.68,CARD,UTILITIES,MY,MY,488,Digital_Native,13.42,17.36,17,A,0.1,314,93.9,MY,0,0,1385,32.45,VN,0,1,0,0,7.0,0,8,10,4.61,311.12,0,0,0,0,0,0,0.097,0,0,0,0,1,0,0,0,0,NONE,27,test,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8862145912650613,0.1200564421372306,0.7988280196768066,observable_controls_v1,1,0,1,0,FRD-030,RC_HIGH_VELOCITY,HOLD,3,HIGH,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH;RC_HIGH_VELOCITY,0.1412,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6198,0.2017,0.1334,Fraud Operations,27,27,0.0,Within simulation window,10,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000004716,T000210156,2026-01-03 14:31:00,C0002241,D0046446,B0045784,333.88,API,RETAIL,ID,ID,909,Mass,7.25,106.78,16,A,0.1,940,93.77,SG,0,0,2888,24.53,MY,0,0,1,0,62.75,5,2,5,1622.19,316.36,0,0,0,0,0,1,3.1268,0,1,0,0,1,0,0,0,0,NONE,3,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.7959486076396222,0.0612371732787378,0.993415100331342,observable_controls_v1,1,0,0,1,FRD-040,RC_AUTH_FAILURE,STEP_UP,5,MEDIUM,MANUAL_REVIEW,RC_COMBINED_RISK,RC_COMBINED_RISK;RC_AUTH_FAILURE,14.3121,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.6343,20.4459,13.4394,Fraud Operations,3,3,0.0,Within simulation window,11,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000000029,T000001273,2026-01-03 18:14:00,C0008529,D0028536,B0037567,2.43,CARD,UTILITIES,VN,VN,1593,Mass,5.79,42.79,19,D,0.29,258,90.87,TH,0,0,3385,4.31,VN,0,1,0,0,1.16,0,7,15,5.63,24.68,0,0,0,0,0,1,0.0568,0,0,0,1,0,0,0,0,0,NONE,3,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8898093814601807,0.1241920447336838,0.7216307063638052,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.2113,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.4893,0.3018,0.1519,Fraud Operations,3,3,0.0,Within simulation window,11,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000003920,T000175708,2026-01-14 19:00:00,C0043787,D0059142,B0060054,67.43,API,ELECTRONICS,VN,VN,353,Mass,3.32,99.54,16,A,0.1,149,30.88,SG,0,0,3288,23.42,SG,0,0,1,0,74.87,6,0,6,83.05,690.66,0,1,0,1,0,1,0.6774,1,0,0,0,1,0,0,0,0,NONE,14,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8091826129578837,0.0665674055113123,0.9997842981000258,observable_controls_v1,2,1,0,1,FRD-010;FRD-040,RC_ATO_CRITICAL;RC_AUTH_FAILURE,HOLD,2,CRITICAL,HOLD,RC_ATO_CRITICAL,RC_ATO_CRITICAL;RC_AUTH_FAILURE;RC_ANOMALY_HIGH,3.142,High,HIGH,4,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.7566,4.4886,5.1788,ATO & Account Security,14,14,0.0,Within simulation window,17,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
AL000001406,T000063332,2026-01-15 14:56:00,C0017780,D0021597,B0003018,4.05,CARD,CRYPTO,VN,VN,2176,Mass,11.48,20.17,16,B,0.16,1079,90.72,MY,0,0,505,7.8,VN,0,1,0,0,2.59,0,6,11,13.27,122.97,0,0,0,1,0,1,0.2006,0,1,0,0,0,0,0,0,0,NONE,15,train,Synthetic,Derived,Synthetic hybrid decisions and simulated investigations,Controls-testing workload and outcomes; not observed operations,0.8862145912650613,0.1200564421372306,0.7864790859032816,observable_controls_v1,0,0,0,0,,,ALLOW,8,NONE,MANUAL_REVIEW,RC_MODEL_HIGH,RC_MODEL_HIGH,0.3404,Medium,MEDIUM,24,Documented case override permitted,P5-HYBRID-1.0,0.0351682882799723,0.1200564421372306,0.1241920447336838,0.9950960772212802,0.498,0.4862,0.256,Fraud Operations,15,15,0.0,Within simulation window,10,0,CLOSED,LEGITIMATE,Release transaction/control,0.0,0.0
